"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 01 01:47:58 UTC 2024","Mon Jul 01 01:48:59 UTC 2024","60940","tests.integration","test_charm","","","","test_postgresql_parameters_change","Test that's possible to change PostgreSQL parameters."
"passed","Mon Jul 01 01:43:12 UTC 2024","Mon Jul 01 01:43:39 UTC 2024","27029","tests.integration","test_tls","","","","test_build_and_deploy","Build and deploy three units of PostgreSQL."
"passed","Mon Jul 01 01:47:52 UTC 2024","Mon Jul 01 01:47:52 UTC 2024","70","tests.integration","test_charm","","","","test_exporter_is_up[2]",""
"skipped","Mon Jul 01 02:33:34 UTC 2024","Mon Jul 01 02:33:34 UTC 2024","0","tests.integration","test_backups","","","","test_restore_on_new_cluster","Test that is possible to restore a backup to another PostgreSQL cluster."
"skipped","Mon Jul 01 01:43:15 UTC 2024","Mon Jul 01 01:43:15 UTC 2024","0","tests.integration.ha_tests","test_upgrade","","","","test_fail_and_rollback",""
"passed","Mon Jul 01 01:45:57 UTC 2024","Mon Jul 01 01:49:39 UTC 2024","221941","tests.integration.ha_tests","test_smoke","","","","test_app_garbage_ignorance","Test charm deploy in dirty environment with garbage storage."
"passed","Mon Jul 01 01:52:40 UTC 2024","Mon Jul 01 02:00:52 UTC 2024","492547","tests.integration.ha_tests","test_replication","","","","test_no_data_replicated_between_clusters","Check that writes in one cluster are not replicated to another cluster."
"passed","Mon Jul 01 01:47:51 UTC 2024","Mon Jul 01 01:47:51 UTC 2024","35","tests.integration","test_charm","","","","test_database_is_up[1]",""
"broken","Mon Jul 01 01:42:45 UTC 2024","Mon Jul 01 01:43:15 UTC 2024","30024","tests.integration.ha_tests","test_upgrade","","","","test_deploy_latest","Simple test to ensure that the PostgreSQL and application charms get deployed."
"skipped","Mon Jul 01 01:43:15 UTC 2024","Mon Jul 01 01:43:15 UTC 2024","0","tests.integration.ha_tests","test_upgrade","","","","test_pre_upgrade_check","Test that the pre-upgrade-check action runs successfully."
"passed","Mon Jul 01 01:58:30 UTC 2024","Mon Jul 01 01:59:02 UTC 2024","31261","tests.integration.new_relations","test_new_relations","","","","test_restablish_relation","Test that a previously broken relation would be functional if restored."
"passed","Mon Jul 01 01:47:51 UTC 2024","Mon Jul 01 01:47:51 UTC 2024","54","tests.integration","test_charm","","","","test_labels_consistency_across_pods[0]",""
"skipped","Mon Jul 01 01:49:07 UTC 2024","Mon Jul 01 01:49:07 UTC 2024","0","tests.integration.ha_tests","test_self_healing","","","","test_kill_db_process[postgres]",""
"passed","Mon Jul 01 02:12:01 UTC 2024","Mon Jul 01 02:12:26 UTC 2024","25603","tests.integration","test_charm","","","","test_application_removal",""
"broken","Mon Jul 01 01:42:49 UTC 2024","Mon Jul 01 01:43:44 UTC 2024","54786","tests.integration","test_db","","","","test_finos_waltz_db","Deploy Finos Waltz to test the 'db' relation.

    Args:
        ops_test: The ops test framework
    "
"passed","Mon Jul 01 01:42:13 UTC 2024","Mon Jul 01 01:44:59 UTC 2024","165935","tests.integration.relations","test_relations","","","","test_deploy_charms","Deploy both charms (application and database) to use in the tests."
"skipped","Mon Jul 01 01:50:14 UTC 2024","Mon Jul 01 01:50:14 UTC 2024","0","tests.integration.ha_tests","test_async_replication","","","","test_scaling","Test that async replication works when scaling the clusters."
"skipped","Mon Jul 01 01:50:14 UTC 2024","Mon Jul 01 01:50:14 UTC 2024","0","tests.integration.ha_tests","test_async_replication","","","","test_async_replication_failover_in_main_cluster","Test that async replication fails over correctly."
"skipped","Mon Jul 01 02:00:51 UTC 2024","Mon Jul 01 02:00:51 UTC 2024","0","tests.integration","test_trust","","","","test_trust_blocked_deployment","Trust existing blocked deployment.

    Assert on the application status recovering to active.
    "
"passed","Mon Jul 01 02:12:26 UTC 2024","Mon Jul 01 02:18:53 UTC 2024","387056","tests.integration","test_charm","","","","test_redeploy_charm_same_model","Redeploy the charm in the same model to test that it works."
"passed","Mon Jul 01 01:51:50 UTC 2024","Mon Jul 01 01:53:25 UTC 2024","95797","tests.integration.ha_tests","test_self_healing","","","","test_freeze_db_process[/usr/bin/patroni]",""
"passed","Mon Jul 01 01:49:39 UTC 2024","Mon Jul 01 02:00:48 UTC 2024","668918","tests.integration.ha_tests","test_smoke","","","","test_app_resources_conflicts","Test application deploy in dirty environment with garbage storage from another application."
"broken","Mon Jul 01 02:08:44 UTC 2024","Mon Jul 01 02:10:02 UTC 2024","77820","tests.integration.ha_tests","test_self_healing","","","","test_network_cut","Completely cut and restore network."
"passed","Mon Jul 01 02:07:15 UTC 2024","Mon Jul 01 02:08:20 UTC 2024","64239","tests.integration.ha_tests","test_self_healing","","","","test_forceful_restart_without_data_and_transaction_logs","A forceful restart with deleted data and without transaction logs (forced clone)."
"broken","Mon Jul 01 01:43:43 UTC 2024","Mon Jul 01 02:00:51 UTC 2024","1028370","tests.integration","test_trust","","","","test_deploy_without_trust","Build and deploy the charm with trust set to false.

    Assert on the unit status being blocked due to lack of trust.
    "
"broken","Mon Jul 01 01:49:31 UTC 2024","Mon Jul 01 01:50:07 UTC 2024","36731","tests.integration.ha_tests","test_async_replication","","","","test_async_replication","Test async replication between two PostgreSQL clusters."
"passed","Mon Jul 01 01:47:52 UTC 2024","Mon Jul 01 01:47:54 UTC 2024","2104","tests.integration","test_charm","","","","test_settings_are_correct[0]",""
"passed","Mon Jul 01 01:54:07 UTC 2024","Mon Jul 01 01:58:07 UTC 2024","240488","tests.integration.new_relations","test_new_relations","","","","test_read_only_endpoint_in_scaled_up_cluster","Test that there is read-only endpoint in a scaled up cluster."
"skipped","Mon Jul 01 02:33:34 UTC 2024","Mon Jul 01 02:33:34 UTC 2024","0","tests.integration","test_backups","","","","test_delete_pod",""
"broken","Mon Jul 01 01:42:42 UTC 2024","Mon Jul 01 01:43:12 UTC 2024","30045","tests.integration","test_db_admin","","","","test_discourse_from_discourse_charmers",""
"skipped","Mon Jul 01 01:50:14 UTC 2024","Mon Jul 01 01:50:14 UTC 2024","0","tests.integration.ha_tests","test_async_replication","","","","test_async_replication_failover_in_secondary_cluster","Test that async replication fails back correctly."
"passed","Mon Jul 01 02:04:04 UTC 2024","Mon Jul 01 02:04:24 UTC 2024","19709","tests.integration","test_charm","","","","test_persist_data_through_graceful_restart","Test data persists through a graceful restart."
"passed","Mon Jul 01 02:03:33 UTC 2024","Mon Jul 01 02:09:57 UTC 2024","384028","tests.integration.new_relations","test_new_relations","","","","test_discourse",""
"passed","Mon Jul 01 01:47:54 UTC 2024","Mon Jul 01 01:47:56 UTC 2024","2090","tests.integration","test_charm","","","","test_settings_are_correct[1]",""
"passed","Mon Jul 01 01:49:56 UTC 2024","Mon Jul 01 01:52:25 UTC 2024","148625","tests.integration.ha_tests","test_replication","","","","test_reelection","Kill primary unit, check reelection."
"passed","Mon Jul 01 01:47:51 UTC 2024","Mon Jul 01 01:47:51 UTC 2024","66","tests.integration","test_charm","","","","test_exporter_is_up[0]",""
"skipped","Mon Jul 01 02:33:34 UTC 2024","Mon Jul 01 02:33:34 UTC 2024","0","tests.integration","test_backups","","","","test_invalid_config_and_recovery_after_fixing_it","Test that the charm can handle invalid and valid backup configurations."
"skipped","Mon Jul 01 01:49:07 UTC 2024","Mon Jul 01 01:49:07 UTC 2024","0","tests.integration.ha_tests","test_self_healing","","","","test_kill_db_process[/usr/bin/patroni]",""
"passed","Mon Jul 01 02:04:41 UTC 2024","Mon Jul 01 02:06:06 UTC 2024","84836","tests.integration","test_password_rotation","","","","test_empty_password","Test that the password can't be set to an empty string."
"passed","Mon Jul 01 02:01:13 UTC 2024","Mon Jul 01 02:03:33 UTC 2024","139370","tests.integration.new_relations","test_new_relations","","","","test_invalid_extra_user_roles",""
"passed","Mon Jul 01 02:10:08 UTC 2024","Mon Jul 01 02:17:30 UTC 2024","441937","tests.integration.ha_tests","test_self_healing","","","","test_scaling_to_zero","Scale the database to zero units and scale up again."
"passed","Mon Jul 01 01:48:26 UTC 2024","Mon Jul 01 01:56:39 UTC 2024","493117","tests.integration.ha_tests","test_upgrade_from_stable","","","","test_upgrade_from_stable","Test updating from stable channel."
"passed","Mon Jul 01 01:47:51 UTC 2024","Mon Jul 01 01:47:51 UTC 2024","76","tests.integration","test_charm","","","","test_exporter_is_up[1]",""
"skipped","Mon Jul 01 01:50:14 UTC 2024","Mon Jul 01 01:50:14 UTC 2024","0","tests.integration.ha_tests","test_async_replication","","","","test_promote_standby","Test promoting the standby cluster."
"passed","Mon Jul 01 01:53:27 UTC 2024","Mon Jul 01 01:54:20 UTC 2024","52461","tests.integration.ha_tests","test_self_healing","","","","test_restart_db_process[postgres]",""
"passed","Mon Jul 01 01:42:20 UTC 2024","Mon Jul 01 01:45:39 UTC 2024","199419","tests.integration","test_config","","","","test_config_parameters","Build and deploy one unit of PostgreSQL and then test config with wrong parameters."
"passed","Mon Jul 01 01:47:51 UTC 2024","Mon Jul 01 01:47:51 UTC 2024","37","tests.integration","test_charm","","","","test_database_is_up[0]",""
